Name,Average.coverage,Reference.length
contig-120_2_76,1.334,1349
contig-120_2_77,1.308,1031
contig-120_2_78,1.100,1091
contig-120_2_79,0.477,1886
contig-120_2_81,0.648,463
contig-120_2_82,0.826,1246
contig-120_2_84,0.223,2016
contig-120_2_86,0.162,3711
contig-120_2_89,0.769,381
contig-120_2_94,1.310,229
contig-120_2_95,0.616,487
contig-120_2_96,0.857,175
contig-120_2_97,0.688,849
contig-120_2_98,0.509,884
contig-120_2_99,0.647,1614
contig-120_2_100,1.685,178
contig-120_2_101,0.836,152
contig-120_2_103,3.704,243
contig-120_2_105,1.411,1382
contig-120_2_106,0.687,1078
contig-120_2_109,1.277,235
contig-120_2_110,0.701,856
contig-120_2_111,0.898,1002
contig-120_2_112,0.915,164
contig-120_2_113,3.673,315
contig-120_2_114,4.215,1708
contig-120_2_116,0.773,194
contig-120_2_117,1.056,568
contig-120_2_119,4.250,456
contig-120_2_120,1.311,1030
contig-120_2_121,1.719,1992
contig-120_3_1,29.265,1164
contig-120_3_2,30.237,312
contig-120_3_3,16.820,645
contig-120_3_4,13.691,621
contig-120_3_5,12.689,315
contig-120_3_6,12.488,828
contig-120_3_7,4.726,281
contig-120_3_8,5.747,336
contig-120_3_9,18.001,882
contig-120_3_10,14.099,414
contig-120_3_11,13.415,195
contig-120_3_12,3.361,266
contig-120_3_13,6.748,369
contig-120_3_14,20.619,318
contig-120_3_15,17.861,540
contig-120_3_16,8.167,306
contig-120_3_17,14.745,396
contig-120_3_18,13.846,534
contig-120_3_19,4.849,304
contig-120_3_20,22.167,522
contig-120_3_21,4.842,183
contig-120_3_22,5.416,440
contig-120_3_23,4.625,1296
contig-120_3_24,1.973,219
contig-120_3_26,11.317,366
contig-120_3_27,15.610,372
contig-120_3_28,13.360,627
contig-120_3_29,8.420,987
contig-120_3_30,8.008,387
contig-120_3_33,0.460,652
contig-120_3_34,0.867,173
contig-120_3_35,2.161,833
contig-120_3_38,0.413,727
contig-120_3_39,1.000,137
contig-120_3_40,1.007,734
contig-120_3_41,0.472,636
contig-120_3_44,0.979,613
contig-120_3_46,0.287,3126
contig-120_3_48,0.266,1128
contig-120_3_50,0.685,219
contig-120_3_52,0.262,573
contig-120_3_56,0.265,1133
contig-120_3_57,1.345,223
contig-120_3_65,0.615,710
contig-120_3_69,2.281,1049
contig-120_3_70,0.997,301
contig-120_3_71,0.683,637
contig-120_3_74,1.176,255
contig-120_3_75,0.369,812
contig-120_3_76,0.975,769
contig-120_3_77,0.831,361
contig-120_3_78,1.115,269
contig-120_3_80,3.095,431
contig-120_3_81,1.515,466
contig-120_3_82,0.632,899
contig-120_3_83,3.723,350
contig-120_3_84,1.341,1330
contig-120_3_85,1.474,911
contig-120_3_86,1.201,244
contig-120_3_87,2.287,1047
contig-120_3_88,1.232,487
contig-120_3_89,1.038,422
contig-120_3_91,0.906,1490
contig-120_3_92,0.642,467
contig-120_3_95,0.488,615
contig-120_3_96,0.682,220
contig-120_3_98,1.308,1710
contig-120_3_99,4.522,492
contig-120_3_100,4.713,1016
contig-120_3_101,1.877,701
contig-120_3_102,1.469,1532
contig-120_3_103,1.196,372
contig-120_3_104,3.167,605
contig-120_3_106,7.024,251
contig-120_3_107,3.794,506
contig-120_3_108,0.594,744
contig-120_3_109,9.774,368
contig-120_3_110,3.105,628
contig-120_3_111,0.437,1373
contig-120_3_112,0.158,894
contig-120_3_113,1.518,191
contig-120_3_114,0.352,426
contig-120_3_115,0.093,1500
contig-120_3_116,1.857,807
contig-120_3_117,1.445,623
contig-120_3_118,0.783,383
contig-120_3_119,1.052,713
contig-120_3_120,4.080,623
contig-120_3_121,3.321,271
contig-120_3_122,1.498,592
contig-120_3_124,1.351,222
contig-120_3_125,0.728,1236
contig-120_3_126,1.303,228
contig-120_3_128,0.098,1531
contig-120_3_129,1.456,412
contig-120_3_130,1.339,560
contig-120_3_131,3.409,220
contig-120_3_132,1.277,235
contig-120_4_1,0.364,825
contig-120_4_2,0.314,1840
contig-120_4_3,0.805,745
contig-120_4_9,0.114,1316
contig-120_4_10,0.384,2697
contig-120_4_11,1.147,911
contig-120_4_12,0.696,431
contig-120_4_13,2.086,279
contig-120_4_14,58.451,339
contig-120_4_15,61.978,183
contig-120_4_18,0.644,1397
contig-120_4_19,0.449,1996
contig-120_4_20,0.330,910
contig-120_4_22,0.787,1143
contig-120_4_23,0.636,708
contig-120_4_24,1.327,226
contig-120_4_25,0.804,2611
contig-120_4_26,0.932,800
contig-120_4_27,2.098,572
contig-120_4_28,0.798,188
contig-120_4_29,2.113,497
contig-120_4_30,0.567,529
contig-120_4_33,0.209,716
contig-120_4_34,0.136,1107
contig-120_4_35,0.858,695
contig-120_4_36,2.113,213
contig-120_4_37,1.247,235
contig-120_4_39,0.581,258
contig-120_4_40,1.031,291
contig-120_4_42,0.991,908
contig-120_4_44,0.236,1271
contig-120_4_46,0.906,1647
contig-120_4_47,0.499,601
contig-120_4_49,1.775,338
contig-120_4_50,3.249,181
contig-120_4_52,0.139,1082
contig-120_4_53,0.896,335
contig-120_4_54,0.987,152
contig-120_4_57,0.696,1078
contig-120_4_61,0.697,1292
contig-120_4_62,0.540,278
contig-120_4_65,2.290,262
contig-120_4_66,1.071,280
contig-120_4_68,1.216,1727
contig-120_4_69,0.769,195
contig-120_4_71,0.280,1608
contig-120_4_72,12.371,213
contig-120_4_73,1.000,300
contig-120_4_74,1.357,221
contig-120_4_75,1.424,632
contig-120_4_76,0.354,847
contig-120_4_77,0.756,397
contig-120_4_80,0.265,1132
contig-120_5_1,0.324,927
contig-120_5_4,0.829,362
contig-120_5_5,1.926,1168
contig-120_5_6,0.949,158
contig-120_5_7,80.612,477
contig-120_5_8,40.939,165
contig-120_5_9,24.008,1182
contig-120_5_10,2.788,807
contig-120_5_15,0.304,1482
contig-120_5_16,0.312,481
contig-120_5_17,0.151,1983
contig-120_5_18,0.603,1989
contig-120_5_19,0.274,1094
contig-120_5_21,0.997,301
contig-120_5_22,3.047,235
contig-120_5_25,0.093,1382
contig-120_5_26,0.116,1297
contig-120_5_28,0.712,3718
contig-120_5_30,0.722,825
contig-120_5_31,0.765,196
contig-120_5_33,0.831,693
contig-120_5_34,0.298,1006
contig-120_5_36,0.966,1397
contig-120_5_38,0.685,219
contig-120_5_40,1.466,204
contig-120_5_42,0.732,820
contig-120_5_43,0.611,491
contig-120_5_44,0.847,528
contig-120_5_45,2.327,1022
contig-120_5_48,0.321,2802
contig-120_5_49,0.143,986
contig-120_5_50,0.715,839
contig-120_5_52,3.362,574
contig-120_5_53,7.461,336
contig-120_5_54,0.564,266
contig-120_5_55,0.958,313
contig-120_5_58,0.181,831
contig-120_5_59,0.840,536
contig-120_5_60,0.628,478
contig-120_5_63,2.419,186
contig-120_5_64,0.909,330
contig-120_5_68,0.547,548
contig-120_5_71,1.422,211
contig-120_5_72,2.689,486
contig-120_5_81,0.108,2766
contig-120_5_82,0.145,2974
contig-120_6_1,0.455,659
contig-120_6_2,0.713,421
contig-120_6_3,2.143,280
contig-120_6_4,0.804,373
contig-120_6_6,0.640,903
contig-120_6_7,0.557,539
contig-120_6_9,0.396,1517
contig-120_6_10,17.546,2988
contig-120_6_12,1.760,341
contig-120_6_13,0.913,493
contig-120_6_16,0.392,765
contig-120_6_19,0.647,1611
contig-120_6_20,0.904,166
contig-120_6_21,23.686,682
contig-120_6_22,0.539,557
contig-120_6_25,0.507,592
contig-120_6_29,0.798,752
contig-120_6_30,0.773,194
contig-120_6_31,0.212,1412
contig-120_6_32,0.500,1801
contig-120_6_33,2.512,1075
contig-120_6_37,0.540,834
contig-120_6_39,0.877,342
contig-120_6_40,0.677,1108
contig-120_6_41,11.219,584
contig-120_6_42,0.427,702
contig-120_6_43,0.547,548
contig-120_6_44,1.077,557
contig-120_6_46,41.024,696
contig-120_6_47,0.963,623
contig-120_6_48,0.858,1224
contig-120_6_49,0.456,329
contig-120_6_50,0.403,744
contig-120_6_51,4.123,324
contig-120_6_52,2.166,277
contig-120_6_53,1.389,648
contig-120_6_54,0.916,491
contig-120_6_57,0.097,1541
contig-120_6_58,0.424,1356
contig-120_6_59,0.794,189
contig-120_6_60,53.469,537
contig-120_6_61,0.603,995
contig-120_6_62,3.034,1712
contig-120_6_63,0.563,2133
contig-120_6_65,1.602,1004
contig-120_6_66,0.166,2717
contig-120_6_67,0.932,966
contig-120_6_68,2.251,733
contig-120_6_69,0.800,375
contig-120_6_72,0.656,457
contig-120_6_73,1.170,500
contig-120_6_74,1.327,678
contig-120_6_76,0.500,1499
contig-120_7_2,1.159,516
contig-120_7_6,0.333,900
contig-120_7_9,0.123,1167
contig-120_7_13,1.281,814
contig-120_7_14,0.975,747
contig-120_7_15,1.452,489
contig-120_7_17,0.599,501
contig-120_7_18,0.598,502
contig-120_7_21,1.293,348
contig-120_7_22,0.694,864
contig-120_7_23,0.270,2225
contig-120_7_24,0.613,489
contig-120_7_25,0.549,273
contig-120_7_27,0.187,801
contig-120_7_28,2.683,167
contig-120_7_29,2.172,2003
contig-120_7_33,1.562,768
contig-120_7_36,0.979,766
contig-120_7_37,1.408,213
contig-120_7_38,0.759,791
contig-120_7_39,1.974,453
contig-120_7_40,0.687,2184
contig-120_7_41,0.268,1118
contig-120_7_42,1.697,707
contig-120_7_43,0.701,428
contig-120_7_44,1.633,735
contig-120_7_45,0.505,558
contig-120_7_46,2.137,693
contig-120_7_47,9.637,918
contig-120_7_48,5.717,752
contig-120_7_49,1.685,356
contig-120_7_50,0.302,1488
contig-120_7_51,0.179,3350
contig-120_7_53,0.770,1948
contig-120_7_55,0.716,838
contig-120_7_57,5.620,255
contig-120_7_58,0.407,1106
contig-120_7_60,1.402,428
contig-120_7_61,4.222,1812
contig-120_7_62,6.981,641
contig-120_7_63,9.647,558
contig-120_7_64,0.653,4821
contig-120_8_1,1.049,286
contig-120_8_4,0.078,1917
contig-120_8_5,0.493,608
contig-120_8_6,0.357,841
contig-120_8_8,0.915,164
contig-120_8_9,0.323,464
contig-120_8_10,1.886,546
contig-120_8_12,0.213,606
contig-120_8_13,0.335,1343
contig-120_8_14,2.102,1132
contig-120_8_15,2.756,1626
contig-120_8_16,1.882,144
contig-120_8_17,1.534,579
contig-120_8_18,2.761,866
contig-120_8_20,0.218,687
contig-120_8_21,3.557,253
contig-120_8_22,1.119,1308
contig-120_8_23,1.224,245
contig-120_8_24,1.007,447
contig-120_8_25,0.785,382
contig-120_8_27,0.927,1116
contig-120_8_28,4.512,891
contig-120_8_30,0.915,164
contig-120_8_31,0.391,767
contig-120_8_32,0.833,540
contig-120_8_33,1.267,460
contig-120_8_35,1.076,1951
contig-120_8_36,0.529,567
contig-120_8_37,1.443,1247
contig-120_8_39,0.456,658
contig-120_8_40,3.228,883
contig-120_8_41,8.059,699
contig-120_8_42,1.183,617
contig-120_8_43,0.625,960
contig-120_8_45,1.625,277
contig-120_8_47,1.515,297
contig-120_8_52,0.314,955
contig-120_8_55,0.606,1968
contig-120_8_58,0.228,648
contig-120_8_59,1.536,586
contig-120_8_60,0.630,476
contig-120_8_62,0.380,1581
contig-120_8_63,1.237,485
contig-120_8_64,0.875,343
contig-120_8_65,0.449,668
contig-120_8_66,0.689,3018
contig-120_8_67,1.637,717
contig-120_8_68,0.141,1020
contig-120_9_1,4.470,1745
contig-120_9_7,0.699,429
contig-120_9_9,2.530,234
contig-120_9_11,1.822,494
contig-120_9_16,0.638,235
contig-120_9_17,2.679,168
contig-120_9_18,0.581,258
contig-120_9_19,0.310,969
contig-120_9_20,0.406,739
contig-120_9_23,1.355,1206
contig-120_9_24,9.535,1550
contig-120_9_25,3.810,195
contig-120_9_27,0.432,1016
contig-120_9_30,0.606,495
contig-120_9_32,0.498,301
contig-120_9_33,1.262,233
contig-120_9_34,1.831,972
contig-120_9_35,0.858,1749
contig-120_9_37,1.075,558
contig-120_9_40,0.355,844
contig-120_9_41,0.901,832
contig-120_9_42,0.715,417
contig-120_9_43,0.906,662
contig-120_9_44,2.793,750
contig-120_9_46,0.781,375
contig-120_9_47,1.463,410
contig-120_9_48,2.948,407
contig-120_9_49,1.518,1186
contig-120_9_50,2.332,386
contig-120_9_51,0.649,1155
contig-120_9_52,1.946,2235
contig-120_9_53,0.138,1064
contig-120_9_55,1.959,218
contig-120_9_58,1.230,244
contig-120_9_59,0.612,980
contig-120_9_62,2.717,773
contig-120_10_2,0.862,348
contig-120_10_5,1.987,906
contig-120_10_6,0.792,375
contig-120_10_7,2.166,2765
contig-120_10_8,2.239,469
contig-120_10_9,1.095,685
contig-120_10_10,0.864,521
contig-120_10_11,0.320,938
contig-120_10_12,2.860,944
contig-120_10_16,1.708,527
contig-120_10_20,0.370,811
contig-120_10_28,1.786,336
contig-120_10_29,0.282,1062
contig-120_10_31,1.254,236
contig-120_10_33,1.757,2041
contig-120_10_34,1.407,1173
contig-120_10_35,2.242,736
contig-120_10_36,0.455,660
contig-120_10_37,1.423,1054
contig-120_10_38,0.820,366
contig-120_10_39,5.211,2128
contig-120_10_40,2.319,191
contig-120_10_41,0.986,141
contig-120_10_43,2.871,2760
contig-120_10_44,4.359,1436
contig-120_10_45,0.586,256
contig-120_10_46,0.974,462
contig-120_10_47,0.880,682
contig-120_10_48,1.548,861
contig-120_10_49,2.184,1099
contig-120_10_51,0.756,397
contig-120_10_52,0.425,706
contig-120_10_54,1.443,821
contig-120_10_59,0.455,1650
contig-120_10_60,0.827,891
contig-120_11_1,9.056,1701
contig-120_11_2,2.689,1332
contig-120_11_3,3.109,1351
contig-120_11_4,3.292,319
contig-120_11_5,7.209,704
contig-120_11_6,7.068,764
contig-120_11_7,1.400,638
contig-120_11_8,1.939,927
contig-120_11_9,10.210,1039
contig-120_11_10,3.150,381
contig-120_11_11,4.816,309
contig-120_11_12,8.800,1517
contig-120_11_13,12.230,564
contig-120_11_14,4.403,462
contig-120_11_15,1.891,2127
contig-120_11_16,0.303,991
contig-120_11_18,0.900,833
contig-120_11_19,5.464,2382
contig-120_11_20,10.072,1335
contig-120_11_21,6.927,822
contig-120_11_22,42.312,1920
contig-120_11_23,10.860,663
contig-120_11_24,35.428,477
contig-120_11_25,29.071,747
contig-120_11_26,29.551,423
contig-120_11_27,36.499,477
contig-120_11_28,43.214,3267
contig-120_11_29,38.446,1176
contig-120_11_30,2.952,602
contig-120_11_31,4.846,618
contig-120_11_32,12.672,1155
contig-120_11_33,18.449,831
contig-120_11_34,27.934,441
contig-120_11_35,36.627,981
contig-120_11_36,102.364,519
contig-120_11_37,28.099,2298
contig-120_11_38,9.044,1360
contig-120_11_39,7.752,1191
contig-120_11_40,6.244,858
contig-120_11_41,18.165,732
contig-120_11_42,70.661,561
contig-120_11_43,82.119,722
contig-120_11_44,191.262,930
contig-120_11_45,306.112,753
contig-120_11_46,4.687,1343
contig-120_11_47,5.050,1239
contig-120_11_48,1.375,1524
contig-120_11_49,0.988,607
contig-120_11_50,3.837,1520
contig-120_11_51,10.568,2323
contig-120_11_52,16.107,441
contig-120_11_53,35.512,2880
contig-120_11_55,19.694,819
contig-120_11_56,64.993,1061
contig-120_12_1,0.775,958
contig-120_12_3,1.667,360
contig-120_12_5,0.409,734
contig-120_12_6,1.158,240
contig-120_12_7,0.395,380
contig-120_12_9,0.290,1033
contig-120_12_10,0.616,487
contig-120_12_12,0.385,1947
contig-120_12_14,0.709,423
contig-120_12_15,0.873,1375
contig-120_12_19,0.485,928
contig-120_12_20,1.056,284
contig-120_12_23,0.074,2015
contig-120_12_24,4.704,423
contig-120_12_25,6.643,1399
contig-120_12_26,3.193,876
contig-120_12_27,4.983,1530
contig-120_12_28,9.594,542
contig-120_12_29,8.901,465
contig-120_12_30,3.115,235
contig-120_12_31,4.398,815
contig-120_12_32,2.656,334
contig-120_12_33,1.278,704
contig-120_12_34,0.508,590
contig-120_12_36,0.212,1416
contig-120_12_37,0.771,389
contig-120_12_38,1.556,1350
contig-120_12_39,1.970,1599
contig-120_12_40,1.875,160
contig-120_12_41,2.000,135
contig-120_12_42,1.166,1287
contig-120_12_43,2.207,939
contig-120_12_44,1.229,2436
contig-120_12_45,1.148,522
contig-120_12_49,0.564,1329
contig-120_12_50,0.831,361
contig-120_12_53,0.504,595
contig-120_12_55,0.718,209
contig-120_12_56,0.604,497
contig-120_13_1,0.773,194
contig-120_13_2,0.549,1092
contig-120_13_3,0.699,1287
contig-120_13_4,1.247,231
contig-120_13_6,0.915,328
contig-120_13_7,0.694,865
contig-120_13_9,0.943,1273
contig-120_13_10,2.891,716
contig-120_13_13,0.439,684
contig-120_13_14,1.146,1309
contig-120_13_15,0.934,301
contig-120_13_16,1.000,135
contig-120_13_20,1.141,263
contig-120_13_22,0.181,827
contig-120_13_23,0.294,1021
contig-120_13_26,0.458,1639
contig-120_13_27,0.902,1164
contig-120_13_28,0.932,322
contig-120_13_29,0.730,1002
contig-120_13_30,0.107,1400
contig-120_13_32,0.445,674
contig-120_13_33,0.445,674
contig-120_13_34,0.519,289
contig-120_13_35,0.473,317
contig-120_13_36,0.119,1260
contig-120_13_46,0.773,194
contig-120_14_2,0.857,175
contig-120_14_3,0.554,1624
contig-120_14_4,1.091,1100
contig-120_14_5,0.921,814
contig-120_14_7,0.850,1410
contig-120_14_8,0.768,569
contig-120_14_9,0.855,351
contig-120_14_10,0.250,2328
contig-120_14_12,1.083,966
contig-120_14_13,0.170,884
contig-120_14_23,0.875,343
contig-120_14_24,0.346,868
contig-120_14_25,1.489,603
contig-120_14_26,1.080,276
contig-120_14_27,0.703,427
contig-120_14_28,1.597,442
contig-120_14_35,0.161,1863
contig-120_14_36,0.424,707
contig-120_14_38,0.794,378
contig-120_14_39,1.183,507
contig-120_14_40,0.746,402
contig-120_14_42,2.060,728
contig-120_14_43,0.103,2915
contig-120_14_44,1.190,252
contig-120_14_47,1.115,269
contig-120_14_48,0.926,162
contig-120_14_49,1.435,209
contig-120_14_51,1.390,536
contig-120_14_52,2.009,966
contig-120_14_53,0.741,405
contig-120_14_54,1.250,240
contig-120_14_55,1.416,1059
contig-120_14_56,0.330,846
contig-120_15_1,1.046,1291
contig-120_15_2,1.176,255
contig-120_15_3,0.918,2613
contig-120_15_5,0.791,759
contig-120_15_6,1.158,1036
contig-120_15_8,1.269,930
contig-120_15_9,0.344,872
contig-120_15_11,0.134,1005
contig-120_15_13,0.839,1055
contig-120_15_14,0.649,231
contig-120_15_15,0.709,423
contig-120_15_16,1.437,206
contig-120_15_17,1.116,1073
contig-120_15_18,0.174,1728
contig-120_15_19,0.207,11545
contig-120_15_23,2.351,638
contig-120_15_24,2.460,548
contig-120_15_25,0.899,1835
contig-120_15_26,0.652,460
contig-120_15_30,0.617,973
contig-120_15_34,1.041,558
contig-120_15_35,0.912,1303
contig-120_15_38,0.708,1271
contig-120_15_39,1.073,839
contig-120_15_45,0.434,1383
contig-120_16_3,1.000,139
contig-120_16_7,0.349,860
contig-120_16_8,0.984,305
contig-120_16_9,0.364,825
contig-120_16_10,1.897,1412
contig-120_16_11,0.715,1253
contig-120_16_12,1.550,2807
contig-120_16_13,1.197,1253
contig-120_16_15,0.813,369
contig-120_16_16,1.640,1539
contig-120_16_17,0.893,336
contig-120_16_19,0.845,355
contig-120_16_20,2.275,714
contig-120_16_21,1.077,414
contig-120_16_22,1.239,2419
contig-120_16_23,0.936,481
contig-120_16_24,0.698,430
contig-120_16_25,4.373,2226
contig-120_16_26,0.751,1392
contig-120_16_27,0.361,1662
contig-120_16_28,0.940,319
contig-120_16_39,1.124,267
contig-120_16_42,0.289,1039
contig-120_16_44,1.843,814
contig-120_16_48,5.408,970
contig-120_16_49,0.820,183
contig-120_16_51,0.833,540
contig-120_16_52,0.744,403
contig-120_16_53,1.147,651
contig-120_17_1,1.123,2534
contig-120_17_2,1.209,1365
contig-120_17_3,0.771,384
contig-120_17_6,1.037,723
contig-120_17_7,1.463,205
contig-120_17_8,0.838,179
contig-120_17_9,1.664,1502
contig-120_17_10,0.361,1654
contig-120_17_12,1.714,175
contig-120_17_13,0.850,353
contig-120_17_14,0.552,2172
contig-120_17_20,1.271,236
contig-120_17_25,0.262,1146
contig-120_17_31,0.195,3078
contig-120_17_37,0.609,1478
contig-120_17_40,0.941,473
contig-120_17_41,2.072,724
contig-120_17_43,0.920,325
contig-120_17_47,0.313,957
contig-120_17_48,15.410,429
contig-120_17_49,16.866,306
contig-120_17_50,2.521,587
contig-120_17_51,1.551,672
contig-120_17_52,0.956,136
contig-120_17_53,4.323,347
contig-120_17_54,1.327,1130
contig-120_18_1,2.273,396
contig-120_18_2,20.184,839
contig-120_18_3,0.575,782
contig-120_18_4,53.529,561
contig-120_18_5,64.463,1314
contig-120_18_6,307.953,486
contig-120_18_7,326.710,183
contig-120_18_8,358.892,651
contig-120_18_9,178.171,375
contig-120_18_10,266.892,537
contig-120_18_11,315.123,399
contig-120_18_12,306.742,186
contig-120_18_13,323.795,561
contig-120_18_14,432.333,348
contig-120_18_15,260.916,369
contig-120_18_16,446.613,300
contig-120_18_17,266.992,237
contig-120_18_18,170.629,420
contig-120_18_19,277.963,804
contig-120_18_20,350.221,399
contig-120_18_21,303.543,282
