Name,Average.coverage,Reference.length
contig-120_22_18,182.333,1272
contig-120_22_19,6.260,693
contig-120_22_20,76.660,591
contig-120_22_21,5.710,1440
contig-120_22_22,2.641,1071
contig-120_22_23,1.583,187
contig-120_22_24,43.621,573
contig-120_22_25,22.989,1800
contig-120_22_26,23.669,723
contig-120_22_27,22.435,738
contig-120_22_28,23.110,621
contig-120_22_29,21.748,774
contig-120_22_30,26.494,393
contig-120_22_31,15.821,819
contig-120_22_32,20.332,1170
contig-120_22_33,11.785,890
contig-120_22_34,18.953,426
contig-120_22_35,12.105,867
contig-120_22_36,147.129,1758
contig-120_22_37,42.209,963
contig-120_22_38,6.864,3273
contig-120_22_39,36.911,180
contig-120_22_40,18.768,1014
contig-120_22_41,11.502,1014
contig-120_22_42,8.318,611
contig-120_22_43,50.227,453
contig-120_22_44,69.856,606
contig-120_22_45,13.338,2031
contig-120_22_46,10.332,2593
contig-120_22_47,5.104,375
contig-120_22_48,5.862,807
contig-120_22_49,234.871,1560
contig-120_22_50,41.986,1071
contig-120_22_51,11.843,1228
contig-120_22_52,14.171,579
contig-120_22_53,16.605,894
contig-120_22_54,11.043,726
contig-120_22_55,9.077,1302
contig-120_22_56,10.618,1269
contig-120_22_57,45.756,960
contig-120_22_58,30.626,1074
contig-120_22_59,31.070,1308
contig-120_23_7,1.679,268
contig-120_23_8,1.101,545
contig-120_23_27,0.262,1143
contig-120_23_28,0.383,783
contig-120_24_1,0.545,1100
contig-120_24_2,3.944,710
contig-120_24_3,5.633,177
contig-120_24_4,12.930,912
contig-120_24_5,24.029,2580
contig-120_24_6,11.455,627
contig-120_24_7,1.848,1702
contig-120_24_9,1.261,578
contig-120_24_10,2.135,1335
contig-120_24_11,16.462,708
contig-120_24_13,1.737,259
contig-120_24_14,0.240,625
contig-120_24_18,0.920,163
contig-120_24_20,3.591,286
contig-120_24_21,0.831,706
contig-120_24_22,1.109,541
contig-120_24_23,0.690,869
contig-120_24_28,1.849,568
contig-120_24_29,2.258,2059
contig-120_24_30,3.167,521
contig-120_24_31,2.144,963
contig-120_24_32,6.047,1162
contig-120_24_33,3.488,428
contig-120_24_34,0.344,1745
contig-120_24_37,3.481,474
contig-120_24_39,0.865,347
contig-120_24_40,0.440,682
contig-120_24_41,1.037,862
contig-120_24_46,2.930,300
contig-120_24_48,1.049,286
contig-120_24_49,3.987,1279
contig-120_24_51,0.983,1372
contig-120_24_53,3.629,744
contig-120_24_54,1.542,1945
contig-120_24_55,1.546,582
contig-120_24_56,0.162,1677
contig-120_24_57,2.199,614
contig-120_24_58,55.486,636
contig-120_24_59,32.351,231
contig-120_24_60,7.374,741
contig-120_24_61,1.506,797
contig-120_24_62,21.560,1221
contig-120_25_2,1.438,1136
contig-120_25_3,18.742,1428
contig-120_25_4,4.716,1271
contig-120_25_5,1.245,241
contig-120_25_8,31.572,635
contig-120_25_9,12.396,584
contig-120_25_10,0.464,323
contig-120_25_11,0.955,1257
contig-120_25_12,0.608,987
contig-120_25_13,295.978,363
contig-120_25_14,10.574,535
contig-120_25_15,9.673,785
contig-120_25_16,2.454,1569
contig-120_25_17,11.733,438
contig-120_25_18,17.036,867
contig-120_25_19,19.474,1599
contig-120_25_20,1.741,1547
contig-120_25_21,2.173,1168
contig-120_25_22,2.814,1919
contig-120_25_23,4.923,457
contig-120_25_24,18.249,1122
contig-120_25_25,76.581,1446
contig-120_25_26,6.972,424
contig-120_25_27,2.941,556
contig-120_25_32,1.380,847
contig-120_25_33,3.408,1114
contig-120_25_34,0.882,340
contig-120_25_35,1.630,552
contig-120_25_36,0.482,585
contig-120_25_39,1.790,419
contig-120_25_41,1.341,2683
contig-120_25_42,4.096,684
contig-120_25_43,15.368,435
contig-120_25_44,0.690,4970
contig-120_25_45,5.161,1510
contig-120_25_46,4.051,770
contig-120_25_47,15.096,303
contig-120_25_48,0.904,166
contig-120_25_49,1.834,975
contig-120_25_50,0.766,979
contig-120_25_51,9.951,1113
contig-120_25_52,27.280,378
contig-120_25_53,48.970,957
contig-120_25_54,0.538,1378
contig-120_25_55,2.627,799
contig-120_25_56,2.525,713
contig-120_25_57,3.729,192
contig-120_25_58,0.857,175
contig-120_26_4,0.868,691
contig-120_26_60,0.412,364
contig-120_26_63,387.367,588
contig-120_27_5,32.105,285
contig-120_27_13,5.511,180
contig-120_27_15,60.304,237
contig-120_27_24,42.844,141
contig-120_27_25,39.339,189
contig-120_28_1,0.929,969
contig-120_28_2,1.258,1908
contig-120_28_3,0.569,2110
contig-120_28_4,0.498,301
contig-120_28_5,2.565,1462
contig-120_28_6,1.610,1669
contig-120_28_7,1.052,1426
contig-120_28_8,2.857,630
contig-120_28_9,1.157,648
contig-120_28_10,2.874,261
contig-120_28_11,1.775,668
contig-120_28_12,0.872,344
contig-120_28_13,1.579,570
contig-120_28_14,0.657,207
contig-120_28_15,1.744,1204
contig-120_28_16,13.588,1954
contig-120_28_17,1.161,775
contig-120_28_18,0.857,175
contig-120_28_19,1.223,2208
contig-120_28_20,4.189,525
contig-120_28_23,6.672,399
contig-120_28_24,0.500,300
contig-120_28_25,2.130,493
contig-120_28_26,0.622,482
contig-120_28_27,0.769,195
contig-120_28_28,1.843,1127
contig-120_28_29,1.456,204
contig-120_28_30,1.752,942
contig-120_28_31,0.608,441
contig-120_28_32,0.893,168
contig-120_28_33,0.987,608
contig-120_28_34,2.439,369
contig-120_28_35,0.704,426
contig-120_28_36,1.614,822
contig-120_28_37,2.781,809
contig-120_28_38,2.653,1238
contig-120_28_39,0.416,1082
contig-120_28_41,1.045,267
contig-120_28_42,1.692,266
contig-120_28_44,3.600,750
contig-120_28_45,5.034,1639
contig-120_28_46,1.472,2542
contig-120_28_47,1.203,861
contig-120_28_48,14.394,2102
contig-120_28_49,19.768,869
contig-120_28_50,0.993,151
contig-120_28_51,0.919,2121
contig-120_28_52,0.637,471
contig-120_28_53,1.408,426
contig-120_28_55,2.930,603
contig-120_28_56,0.754,398
contig-120_30_1,1.980,303
contig-120_30_2,2.294,523
contig-120_30_3,4.665,735
contig-120_30_4,14.087,311
contig-120_30_5,3.392,881
contig-120_30_6,3.016,193
contig-120_30_7,35.918,489
contig-120_30_8,4.514,864
contig-120_30_9,1.182,363
contig-120_30_10,0.499,884
contig-120_30_11,1.087,828
contig-120_30_12,1.836,1307
contig-120_30_13,3.944,1177
contig-120_30_14,43.483,695
contig-120_30_15,3.089,437
contig-120_30_16,0.610,738
contig-120_30_17,2.206,2030
contig-120_30_18,1.709,351
contig-120_30_19,6.318,1375
contig-120_30_21,0.284,1057
contig-120_30_22,1.230,244
contig-120_30_23,4.232,1205
contig-120_30_24,2.599,392
contig-120_30_25,83.735,846
contig-120_30_26,12.126,1098
contig-120_30_27,20.907,332
contig-120_30_28,1.529,883
contig-120_30_29,3.728,523
contig-120_30_30,1.470,200
contig-120_30_31,17.063,1282
contig-120_30_32,22.685,936
contig-120_30_33,18.639,1149
contig-120_30_34,0.332,904
contig-120_30_35,3.135,809
contig-120_30_36,12.482,527
contig-120_30_37,1.460,3280
contig-120_30_38,3.383,532
contig-120_30_39,1.667,540
contig-120_30_40,6.249,378
contig-120_30_41,12.010,587
contig-120_30_42,95.113,636
contig-120_30_43,1.286,933
contig-120_30_44,0.671,447
contig-120_30_45,5.076,916
contig-120_30_46,5.856,1482
contig-120_30_47,0.508,1477
contig-120_30_48,0.719,1043
contig-120_30_49,1.339,1568
contig-120_30_50,5.074,229
contig-120_30_51,0.654,1835
contig-120_30_52,2.333,378
contig-120_30_54,4.805,871
contig-120_30_56,0.798,188
contig-120_30_57,1.087,276
contig-120_31_2,1.370,219
contig-120_31_3,1.579,285
contig-120_31_6,0.870,345
contig-120_31_7,2.145,1119
contig-120_31_11,0.983,1526
contig-120_31_12,0.651,2534
contig-120_31_13,0.977,1843
contig-120_31_14,0.611,491
contig-120_31_15,0.962,312
contig-120_31_16,0.620,2178
contig-120_31_17,0.215,1397
contig-120_31_18,7.226,318
contig-120_31_19,20.280,257
contig-120_31_20,1.077,1254
contig-120_31_24,0.739,2225
contig-120_31_27,0.551,817
contig-120_31_28,3.250,825
contig-120_31_29,4.166,1583
contig-120_31_30,1.252,1198
contig-120_31_31,1.812,1232
contig-120_31_32,1.099,1910
contig-120_31_35,1.244,234
contig-120_31_37,0.806,1111
contig-120_31_38,0.745,1409
contig-120_31_41,28.740,990
contig-120_31_42,1.531,1372
contig-120_32_2,0.929,323
contig-120_32_10,0.281,1065
contig-120_32_14,0.104,2897
contig-120_32_17,1.393,532
contig-120_32_18,2.784,3546
contig-120_32_19,0.559,537
contig-120_32_32,0.723,830
contig-120_32_33,0.443,677
contig-120_32_34,1.285,1517
contig-120_32_37,3.136,660
contig-120_32_42,1.760,341
contig-120_32_44,0.747,987
contig-120_32_47,8.997,2583
contig-120_34_4,0.437,686
contig-120_34_9,1.632,1103
contig-120_34_10,0.647,232
contig-120_34_13,0.679,2651
contig-120_34_14,0.551,1632
contig-120_34_20,3.851,543
contig-120_34_22,0.489,614
contig-120_34_25,0.631,699
contig-120_34_26,0.529,838
contig-120_34_27,1.305,912
contig-120_34_28,2.063,504
contig-120_34_30,0.476,630
contig-120_34_31,0.884,679
contig-120_34_32,0.704,426
contig-120_34_33,1.089,964
contig-120_34_38,0.926,324
contig-120_34_40,0.980,1821
contig-120_34_42,0.316,948
contig-120_35_1,0.833,360
contig-120_35_4,1.579,190
contig-120_35_5,1.280,1289
contig-120_35_7,0.609,493
contig-120_35_8,1.613,279
contig-120_35_9,5.715,361
contig-120_35_12,1.820,412
contig-120_35_13,26.732,179
contig-120_35_15,5.790,518
contig-120_35_16,0.378,793
contig-120_35_17,1.154,260
contig-120_35_18,0.674,445
contig-120_35_19,0.569,527
contig-120_35_22,0.221,2017
contig-120_35_23,0.493,608
contig-120_35_28,0.798,376
contig-120_35_29,2.138,421
contig-120_35_31,13.238,202
contig-120_35_32,0.140,2143
contig-120_35_34,0.384,1161
contig-120_35_35,16.961,1295
contig-120_35_38,0.411,1460
contig-120_35_39,0.090,3319
contig-120_35_40,0.332,1805
contig-120_35_42,0.266,1128
contig-120_35_44,1.000,139
contig-120_35_46,1.091,275
contig-120_36_1,3.916,383
contig-120_36_2,1.000,149
contig-120_36_3,0.468,631
contig-120_36_4,2.846,2150
contig-120_36_5,3.396,265
contig-120_36_6,2.007,743
contig-120_36_7,1.643,728
contig-120_36_8,3.731,309
contig-120_36_10,1.056,284
contig-120_36_11,0.746,804
contig-120_36_12,1.328,320
contig-120_36_13,1.953,1603
contig-120_36_14,27.171,1892
contig-120_36_15,16.635,1794
contig-120_36_16,6.137,875
contig-120_36_17,7.944,498
contig-120_36_18,12.283,1731
contig-120_36_19,0.452,996
contig-120_36_20,12.345,336
contig-120_36_21,3.182,1119
contig-120_36_22,7.660,1287
contig-120_36_23,1.592,461
contig-120_36_24,1.767,1187
contig-120_36_25,21.994,890
contig-120_36_26,19.419,933
contig-120_36_27,3.535,1095
contig-120_36_28,2.464,487
contig-120_36_29,6.983,300
contig-120_36_30,3.109,430
contig-120_36_31,2.113,1535
contig-120_36_32,0.456,1295
contig-120_36_33,49.121,174
contig-120_36_34,2.718,1435
contig-120_36_35,0.862,348
contig-120_36_36,5.255,628
contig-120_36_37,146.533,660
contig-120_36_38,56.145,552
contig-120_36_39,31.148,1389
contig-120_36_40,23.381,491
contig-120_36_41,9.492,1122
contig-120_36_43,1.048,1145
contig-120_36_44,0.647,464
contig-120_36_45,1.605,744
contig-120_36_46,0.591,762
contig-120_36_47,4.684,377
contig-120_36_48,1.156,519
contig-120_36_49,1.188,1010
contig-120_36_50,4.083,845
contig-120_36_51,0.443,1353
contig-120_36_52,3.206,1027
contig-120_36_53,4.838,555
contig-120_36_54,2.337,706
contig-120_37_3,0.493,1217
contig-120_37_6,0.391,1472
contig-120_37_8,0.843,1239
contig-120_37_12,0.598,1250
contig-120_37_14,0.466,322
contig-120_37_15,1.323,669
contig-120_37_16,1.341,783
contig-120_37_17,1.662,361
contig-120_37_18,1.447,3213
contig-120_37_19,0.800,375
contig-120_37_20,1.182,872
contig-120_37_23,3.425,2883
contig-120_37_24,1.331,676
contig-120_37_27,0.789,1141
contig-120_37_28,0.544,2207
contig-120_37_29,1.114,1075
contig-120_37_31,4.578,192
contig-120_37_34,0.680,1766
contig-120_37_36,0.560,1047
contig-120_37_37,1.043,575
contig-120_37_38,1.951,615
contig-120_37_39,1.110,535
contig-120_37_40,0.441,680
contig-120_38_1,2.076,289
contig-120_38_2,0.878,1025
contig-120_38_4,0.502,1196
contig-120_38_8,2.143,420
contig-120_38_9,0.931,967
contig-120_38_10,1.604,374
contig-120_38_11,1.209,1737
contig-120_38_12,3.051,295
contig-120_38_13,0.831,1617
contig-120_38_14,0.923,325
contig-120_38_15,0.763,393
contig-120_38_16,3.064,533
contig-120_38_17,2.796,1926
contig-120_38_18,2.372,756
contig-120_38_19,0.437,687
contig-120_38_23,0.206,729
contig-120_38_24,0.369,814
contig-120_38_25,1.212,231
contig-120_38_26,0.255,1176
contig-120_38_29,0.831,361
contig-120_38_30,0.755,993
contig-120_38_31,5.719,2145
contig-120_38_32,0.325,449
contig-120_38_33,10.967,941
contig-120_38_34,0.673,891
contig-120_38_35,1.123,1469
contig-120_38_36,0.838,2148
contig-120_38_37,1.372,753
contig-120_38_38,0.867,173
contig-120_38_39,1.837,480
contig-120_38_40,0.935,321
contig-120_38_41,1.344,893
contig-120_41_2,2.482,423
contig-120_41_5,0.202,1488
contig-120_41_6,0.301,1493
contig-120_41_7,0.336,1786
contig-120_41_8,0.073,4103
contig-120_41_12,0.410,2197
contig-120_41_13,0.842,713
contig-120_41_15,0.442,679
contig-120_41_16,0.584,1028
contig-120_41_19,1.222,1105
contig-120_41_20,0.351,1710
contig-120_41_25,0.740,2215
contig-120_41_26,0.179,1680
contig-120_41_27,1.648,182
contig-120_41_29,0.701,2140
contig-120_42_1,0.493,608
contig-120_42_4,0.441,2040
contig-120_42_5,0.670,666
contig-120_42_8,0.649,462
contig-120_42_10,1.590,651
contig-120_42_11,0.434,691
contig-120_42_12,1.034,870
contig-120_42_13,0.964,934
contig-120_42_14,1.177,637
contig-120_42_15,0.239,1254
contig-120_42_16,18.683,246
contig-120_42_17,0.270,3329
contig-120_42_18,0.532,1386
contig-120_42_22,0.390,770
contig-120_42_24,0.623,2166
contig-120_42_25,0.683,439
contig-120_42_27,1.282,458
contig-120_42_30,0.124,1206
contig-120_42_31,0.948,155
contig-120_42_32,1.614,459
contig-120_42_34,1.333,450
contig-120_42_35,0.507,296
contig-120_42_36,0.336,446
contig-120_42_37,0.891,1169
contig-120_42_38,2.740,1014
contig-120_43_1,5.928,374
